#,Date,Rank,Actor,N-Match, N-Rating,N-Bad,H-Match,H-Rating,H-Bad,K-Match,K-Rating,K-Bad,Moves,Players,NAGA Report,Paifu,,Last 10 ,Last 10 ,Last 10 ,Last 20,Last 20,Last 20,Last 50,Last 50,Last 50,Last 100,Last 100,Last 100,Last 200,Last 200,Last 200,,,,,,,,,,,,,
333,4/29,1,2,73.188,85.218,6.522,72.464,87.551,5.072,71.014,83.776,5.072,138,ⓝLuckyJ(+47.2)天南(+11.5)Dessfggs(-19.2)城口(-39.5),https://naga.dmv.nico/htmls/e12856d56c08b10eba0ab19fc838a56a9d063bd91b7780789446945652464ea8v2_2.html?tw=2,https://tenhou.net/4/?log=2023042919gm-0029-0000-98cd993a&tw=2,,74.48,85.58,6.93,74.36,85.79,7.33,73.26,85.81,7.55,73.54,85.54,8.05,73.32,85.41,7.99,,,,,,,,,,,,,
334,4/29,3,2,80.741,88.902,6.667,77.037,88.789,4.444,74.815,86.951,6.667,135,迷わず押せよ(+49.9)aoiruka(+5.8)ⓝLuckyJ(-17.5)きさらぎ駅(-38.2),https://naga.dmv.nico/htmls/c3bcd524eefb220dbf4f8b350f2f1e65056b9e641adf814c662ed55b1425a57dv2_2.html?tw=2,https://tenhou.net/4/?log=2023042919gm-0029-0000-f54657b2&tw=2,,74.83,85.57,7.19,74.45,85.85,7.17,73.40,85.79,7.61,73.52,85.50,8.11,73.39,85.43,8.00,,,,,,,,,,,,,
335,4/29,1,1,67.717,83.959,8.661,70.866,85.578,9.449,67.717,84.279,11.024,127,ⓝLuckyJ(+44.0)/Rs(+6.0)なお(-18.9)アスタナの明日(-31.1),https://naga.dmv.nico/htmls/baf79f14106bf47ecc18f1d59737807b63212cfd9fdb770e9c8782d6fe9509cev2_2.html?tw=1,https://tenhou.net/4/?log=2023042920gm-0029-0000-8057bb91&tw=1,,73.73,85.09,7.50,73.92,85.51,7.30,73.25,85.72,7.67,73.45,85.53,8.10,73.35,85.42,7.98,,,,,,,,,,,,,
336,4/29,1,2,74.400,87.616,2.400,74.400,86.970,7.200,72.000,86.521,5.600,125,ⓝLuckyJ(+59.2)カニ三(+7.8)rinhana(-26.3)蒲郡のみつさん(-40.7),https://naga.dmv.nico/htmls/8a9e3d71c73dab0c3dc6e2c3e1db2a3252412a75a247e028ef0f483bd2a4975cv2_2.html?tw=2,https://tenhou.net/4/?log=2023042921gm-0029-0000-e67703d8&tw=2,,74.03,85.58,6.92,73.89,85.45,7.13,73.29,85.76,7.54,73.50,85.61,7.94,73.35,85.44,7.95,,,,,,,,,,,,,
337,4/29,2,3,69.697,80.669,11.364,70.455,85.267,6.818,65.152,78.739,16.667,132,漆黒の魚屋(+41.9)ⓝLuckyJ(+7.5)デザーモ(-18.8)由美(-30.6),https://naga.dmv.nico/htmls/7718238267bae62f2c9c0aeaa8d767e0546588eeca89f63cf10fd20b2b1c871dv2_2.html?tw=3,https://tenhou.net/4/?log=2023042921gm-0029-0000-8c3919a8&tw=3,,72.83,84.77,7.44,73.88,85.26,7.32,73.13,85.58,7.67,73.41,85.52,8.01,73.28,85.39,7.97,,,,,,,,,,,,,
338,4/29,2,1,68.208,82.332,9.249,71.676,84.329,10.405,69.364,82.072,12.139,173,巨人の星(+77.8)ⓝLuckyJ(-0.1)姫TRICK3(-23.5)モメンタム(-54.2),https://naga.dmv.nico/htmls/90bc2fd289247821f021a89512ea81ac7ee75fe9812a6a37f6a45a5cdfd4e483v2_2.html?tw=1,https://tenhou.net/4/?log=2023042922gm-0029-0000-721beac8&tw=1,,71.68,84.32,7.63,73.89,85.33,7.41,72.98,85.46,7.71,73.35,85.46,8.04,73.30,85.38,7.98,,,,,,,,,,,,,
339,4/29,1,1,72.180,84.739,9.023,69.925,87.446,7.519,70.677,84.031,12.030,133,ⓝLuckyJ(+57.6)2階から二階堂(+3.8)おーるみー(-23.4)極Somsak(-38.0),https://naga.dmv.nico/htmls/cd2975faede05c3c6bceeff2ddbdd7d375944a2cee6b196da1945502ffab820fv2_2.html?tw=1,https://tenhou.net/4/?log=2023042922gm-0029-0000-87591e2c&tw=1,,72.36,84.56,7.97,73.29,84.92,7.62,73.25,85.55,7.72,73.26,85.40,8.08,73.32,85.41,7.97,,,,,,,,,,,,,
340,4/29,4,3,80.745,90.520,6.211,75.776,88.408,4.969,77.019,86.644,8.075,161,KOKI4062(+64.7)pe(+6.0)鳥少年(-30.0)ⓝLuckyJ(-40.7),https://naga.dmv.nico/htmls/11979f653a3101aa268c55d2ed9165711afbee51ec8fea53b0a661b8481b0a42v2_2.html?tw=3,https://tenhou.net/4/?log=2023042923gm-0029-0000-eaba4733&tw=3,,72.88,84.98,7.93,73.77,85.26,7.56,73.47,85.66,7.64,73.46,85.56,7.97,73.38,85.44,7.95,,,,,,,,,,,,,
341,4/29,4,3,78.947,88.717,7.895,78.947,88.135,5.263,71.053,84.107,7.895,38,All-Luck(+52.0)looop(+16.2)ジタツ(-14.0)ⓝLuckyJ(-54.2),https://naga.dmv.nico/htmls/2d30efe7539364360d41d5fd5642b523bf75da55fb81dd03dc1ab888ba06d077v2_2.html?tw=3,https://tenhou.net/4/?log=2023042923gm-0029-0000-3265c804&tw=3,,73.37,85.29,8.05,74.12,85.46,7.47,73.55,85.74,7.59,73.56,85.64,7.91,73.39,85.46,7.93,,,,,,,,,,,,,
342,4/29,2,3,70.513,83.590,8.333,66.667,82.712,8.974,67.308,82.826,10.897,156,林十之(+42.5)ⓝLuckyJ(+3.3)南波湾(-17.6)KTKR(-28.2),https://naga.dmv.nico/htmls/fa8a4fdab0b0f69c955682571266d8e18a2a81b75d82a3028461823c90caef2av2_2.html?tw=3,https://tenhou.net/4/?log=2023043000gm-0029-0000-f7326570&tw=3,,73.63,85.63,7.63,73.79,85.30,7.52,73.58,85.79,7.46,73.54,85.64,7.87,73.39,85.45,7.93,,,,,,,,,,,,,
343,4/29,4,2,76.389,87.769,6.944,79.167,89.327,7.639,77.083,87.409,7.639,144,uo_縦横(+58.9)すずめ～る(+4.0)モトヨシ(-23.6)ⓝLuckyJ(-39.3),https://naga.dmv.nico/htmls/c8afaddf55b37bc427fc66367240f66ca85e3510a1e8e74515ca82e6945a55f0v2_2.html?tw=2,https://tenhou.net/4/?log=2023043000gm-0029-0000-08201a9b&tw=2,,73.95,85.88,7.67,74.22,85.73,7.30,73.68,85.89,7.38,73.57,85.66,7.86,73.41,85.44,7.95,,,,,,,,,,,,,
344,4/29,4,2,81.395,90.991,4.651,83.721,90.009,4.651,79.070,89.499,4.651,43,ろっこう(+61.6)kinkin(+5.5)海亀のスープの素(-16.5)ⓝLuckyJ(-50.6),https://naga.dmv.nico/htmls/3447185a38e7e3d7f648e47ac17ebb1fd9c1914f8ec2236859bdd1422c5b0024v2_2.html?tw=2,https://tenhou.net/4/?log=2023043009gm-0029-0000-d9824bc3&tw=2,,74.02,86.09,7.47,74.43,85.83,7.33,74.00,86.07,7.29,73.66,85.73,7.82,73.44,85.47,7.92,,,,,,,,,,,,,
345,4/29,2,3,80.000,91.129,0.000,68.000,84.030,4.000,64.000,82.144,0.000,25,MrIndigo(+60.0)ⓝLuckyJ(+12.7)すんたろう(-16.0)kinkin(-56.7),https://naga.dmv.nico/htmls/23804666ce9d4f0ff629a9ea40cc77a61bf15d356c0035075c51e4896e80708fv2_2.html?tw=3,https://tenhou.net/4/?log=2023043009gm-0029-0000-e9bbac9e&tw=3,,75.25,86.81,6.61,74.49,85.95,7.05,74.13,86.15,7.14,73.74,85.79,7.73,73.43,85.48,7.91,,,,,,,,,,,,,
346,4/29,1,1,72.189,84.653,10.059,71.598,86.573,9.467,70.414,83.949,12.426,169,ⓝLuckyJ(+56.7)FUKUPIN(+2.9)蒼冷めた熊(-17.3)イキナリキケン(-42.3),https://naga.dmv.nico/htmls/eb95e6884d800c601fc95e882115c5b535addc7490ad306c661949b44b7f3a17v2_2.html?tw=1,https://tenhou.net/4/?log=2023043009gm-0029-0000-516dc820&tw=1,,75.03,86.51,7.37,74.53,86.04,7.14,74.11,86.17,7.10,73.72,85.77,7.76,73.44,85.48,7.92,,,,,,,,,,,,,
347,4/29,3,0,69.333,85.773,6.222,72.444,86.914,6.667,67.111,84.356,7.111,225,モッカ4(+38.5)半熟煮卵(+5.0)ⓝLuckyJ(-15.6)KKさん(-27.9),https://naga.dmv.nico/htmls/9ee9bb48332693bad78a00bcb7adff237d387c61fd0d8ead67e0c9ce5d3434abv2_2.html?tw=0,https://tenhou.net/4/?log=2023043010gm-0029-0000-21dd0ade&tw=0,,74.99,87.02,6.86,73.91,85.90,7.15,73.99,86.17,7.02,73.67,85.77,7.74,73.41,85.49,7.90,,,,,,,,,,,,,
348,4/29,2,2,75.439,84.318,7.895,65.789,83.765,5.263,75.439,84.227,8.772,114,魚民ンゴ(+40.5)ⓝLuckyJ(+8.9)昼花火(-17.3)整个好活(-32.1),https://naga.dmv.nico/htmls/2f3b153cf381cf44b811fa51db4aa0830470099d15dbfc5303009b39cdfe0d3fv2_2.html?tw=2,https://tenhou.net/4/?log=2023043011gm-0029-0000-9e5d66f7&tw=2,,75.71,87.22,6.72,73.69,85.77,7.18,74.12,86.20,6.99,73.69,85.76,7.74,73.38,85.46,7.91,,,,,,,,,,,,,
349,4/29,3,2,70.000,83.598,9.474,66.842,83.748,10.000,66.842,81.533,12.105,190,aya0412(+52.6)KumaKuma(+9.2)ⓝLuckyJ(-16.4)はおたど(-45.4),https://naga.dmv.nico/htmls/6ce22e11e5f8310ade932ad973c821e570f9420ba42832a72f044d45bcd7cd8cv2_2.html?tw=2,https://tenhou.net/4/?log=2023043011gm-0029-0000-b5590e06&tw=2,,75.50,87.11,6.77,73.93,85.83,7.37,74.13,86.13,7.03,73.65,85.73,7.76,73.40,85.47,7.93,,,,,,,,,,,,,
350,4/29,2,1,78.814,85.088,11.017,73.729,86.014,7.627,74.576,83.307,8.475,118,KaY(+51.7)ⓝLuckyJ(+6.2)あなたのじゃん(-21.2)ねこぱんち(-36.7),https://naga.dmv.nico/htmls/b95b9670b10e44ec8632498ebdad37ba017ce213f229a15cf685a5f15fe8220ev2_2.html?tw=1,https://tenhou.net/4/?log=2023043012gm-0029-0000-81a36614&tw=1,,75.30,86.56,7.25,74.09,85.77,7.59,74.23,86.12,7.13,73.70,85.73,7.80,73.43,85.47,7.94,,,,,,,,,,,,,
351,4/30,3,3,73.214,85.455,7.143,65.179,81.364,12.500,67.857,81.991,12.500,112,にとうしん(+48.1)yanrou(+18.1)ⓝLuckyJ(-12.6)蛍烏賊(-53.6),https://naga.dmv.nico/htmls/cab644e93246c9fb4b955b25d8d475441ca489cfdf153c6fe20d1783b617d113v2_2.html?tw=3,https://tenhou.net/4/?log=2023043013gm-0029-0000-bf3c66c2&tw=3,,74.73,86.24,7.17,74.05,85.76,7.61,74.12,86.03,7.16,73.70,85.72,7.79,73.45,85.48,7.92,,,,,,,,,,,,,
352,4/30,3,2,72.500,84.691,8.333,70.833,84.027,9.167,70.000,82.196,11.667,120,daiman(+77.8)おに子(-0.7)ⓝLuckyJ(-26.5)yukarin(-50.6),https://naga.dmv.nico/htmls/03402d7aeb0715db35fd8c2291a77ef3e08525c06dcab191eed693e251e1a658v2_2.html?tw=2,https://tenhou.net/4/?log=2023043013gm-0029-0000-bbd6fa72&tw=2,,74.93,86.35,7.17,74.28,85.99,7.40,74.09,86.02,7.13,73.62,85.75,7.67,73.49,85.50,7.92,,,,,,,,,,,,,
353,4/30,2,3,81.513,90.280,3.361,76.471,87.891,5.882,78.151,86.883,7.563,119,茶畑庵(+61.6)ⓝLuckyJ(+7.6)pe(-29.3)た.け(-39.9),https://naga.dmv.nico/htmls/a7ec8f2ee031aa43cff19d4a1b1d7c8e4b27e10285f69ef19e8ac522833a8f5fv2_2.html?tw=3,https://tenhou.net/4/?log=2023043014gm-0029-0000-56f329ef&tw=3,,75.44,86.60,6.82,74.70,86.24,7.25,74.38,86.15,6.97,73.70,85.79,7.62,73.54,85.52,7.90,,,,,,,,,,,,,
354,4/30,3,3,76.471,85.577,11.765,73.529,87.754,2.941,73.529,83.266,14.706,34,sato51(+62.7)daiyu(+5.0)ⓝLuckyJ(-15.0)りとるかぶ(-52.7),https://naga.dmv.nico/htmls/d1d41c1ae6cf12ebbebec03edbea4aa20f3f8eb6a8d245b6c3c9561de638dc9bv2_2.html?tw=3,https://tenhou.net/4/?log=2023043014gm-0029-0000-2705e9bf&tw=3,,74.95,86.06,7.53,74.48,86.07,7.50,74.44,86.17,7.02,73.73,85.79,7.66,73.53,85.52,7.92,,,,,,,,,,,,,
355,4/30,1,2,73.377,84.363,10.390,73.377,86.942,5.844,66.883,82.779,11.039,154,ⓝLuckyJ(+42.1)Paliotol(+9.4)エムズガーデン(-12.6)y5rian(-38.9),https://naga.dmv.nico/htmls/c80b9e7e3decf46a4650b99f99e499360e094def3dadad3e6512623d3d96dd77v2_2.html?tw=2,https://tenhou.net/4/?log=2023043014gm-0029-0000-40f0185e&tw=2,,74.28,85.38,8.57,74.77,86.09,7.59,74.27,86.01,7.18,73.73,85.78,7.69,73.53,85.52,7.94,,,,,,,,,,,,,
356,4/30,2,1,64.865,83.821,8.108,67.568,83.006,8.108,68.919,81.251,12.162,74,関東の黒澤(+49.4)ⓝLuckyJ(+4.6)かいしん(-21.6)セ・ラヴィ(-32.4),https://naga.dmv.nico/htmls/723ce6dead7c987d8d334572f4bc21f9a72c3b432e524e00908f6f0bc830f084v2_2.html?tw=1,https://tenhou.net/4/?log=2023043015gm-0029-0000-6bdb22db&tw=1,,73.55,85.30,8.37,74.29,85.90,7.87,73.99,85.95,7.23,73.64,85.76,7.70,73.50,85.54,7.91,,,,,,,,,,,,,
357,4/30,1,0,66.116,82.919,9.091,64.463,85.001,5.785,61.157,80.590,11.570,121,ⓝLuckyJ(+53.5)のらみこ(+9.1)KOKI4062(-19.8)セ・ラヴィ(-42.8),https://naga.dmv.nico/htmls/8ea11c17a3c4cdc2716736e30b100345bce7fa91a595dbbc89bd511000d0fb94v2_2.html?tw=0,https://tenhou.net/4/?log=2023043015gm-0029-0000-99193add&tw=0,,73.23,85.01,8.66,74.11,86.02,7.76,73.79,85.85,7.29,73.56,85.73,7.71,73.55,85.55,7.91,,,,,,,,,,,,,
358,4/30,2,1,72.277,83.860,8.911,74.257,85.478,5.941,71.287,85.547,8.911,101,自分の時間帯へ(+53.3)ⓝLuckyJ(+21.6)火口付近(-29.0)```````(-45.9),https://naga.dmv.nico/htmls/059710c8ed9be29bef28c1678dddc08f42ee18adf932fc80c744223609386f73v2_2.html?tw=1,https://tenhou.net/4/?log=2023043016gm-0029-0000-ee9fd283&tw=1,,72.91,84.97,8.76,74.31,86.09,7.74,73.77,85.82,7.36,73.55,85.71,7.72,73.51,85.52,7.93,,,,,,,,,,,,,
359,4/30,2,0,83.019,89.109,3.774,76.415,88.610,3.774,81.132,88.390,7.547,106,三元牌の切り順(+50.4)ⓝLuckyJ(+20.1)熱いぜペンちゃん(-27.2)450450(-43.3),https://naga.dmv.nico/htmls/10776a718378ad24fd1f95034280783930002d5d8ef5a78ab4526a89f6038b09v2_2.html?tw=0,https://tenhou.net/4/?log=2023043016gm-0029-0000-6fa920a0&tw=0,,74.22,85.52,8.19,74.86,86.31,7.48,74.00,85.87,7.34,73.64,85.74,7.68,73.52,85.53,7.89,,,,,,,,,,,,,
360,4/30,2,1,73.214,86.373,7.143,75.000,87.370,8.929,75.000,85.314,10.714,112,平山(MJ)(+40.9)ⓝLuckyJ(+6.9)小宮畳店(-16.6)ゲートホース(-31.2),https://naga.dmv.nico/htmls/5028d913b4198bacd059ef7b8af52749745917b6f196f8afe831f8f7dcb96122v2_2.html?tw=1,https://tenhou.net/4/?log=2023043017gm-0029-0000-ad00da4c&tw=1,,73.66,85.64,7.80,74.48,86.10,7.53,73.86,85.82,7.33,73.57,85.72,7.71,73.56,85.56,7.88,,,,,,,,,,,,,
361,4/30,3,2,78.571,87.884,8.163,76.531,85.884,8.163,80.612,88.710,8.163,98,おかもろん(+58.4)青アナグラム沖(+27.0)ⓝLuckyJ(-31.5)kunori(-53.9),https://naga.dmv.nico/htmls/2d3eeb993159192f821bcd5f86885b07c199433badae7e017a118db6066f074ev2_2.html?tw=2,https://tenhou.net/4/?log=2023043017gm-0029-0000-86c6cb54&tw=2,,74.19,85.89,7.90,74.46,86.06,7.54,74.11,85.90,7.34,73.69,85.77,7.70,73.61,85.58,7.87,,,,,,,,,,,,,
362,4/30,3,2,69.231,84.431,6.731,70.192,84.907,7.692,69.231,82.853,6.731,104,Djoker22(+47.3)bowie;_;(+17.2)ⓝLuckyJ(-23.9)飯影仁四朗(-40.6),https://naga.dmv.nico/htmls/bc93f22d3559aeaa022097322d5e54470ced695ec486de550bd3c35fde7bf912v2_2.html?tw=2,https://tenhou.net/4/?log=2023043017gm-0029-0000-856bc51a&tw=2,,73.87,85.86,7.74,74.40,86.10,7.46,74.04,85.85,7.39,73.66,85.76,7.67,73.59,85.55,7.89,,,,,,,,,,,,,
363,4/30,2,2,69.307,81.220,9.901,72.277,85.732,7.921,69.307,82.953,9.901,101,ごるっ(+47.6)ⓝLuckyJ(+3.4)零度意念(-19.8)Ayush(-31.2),https://naga.dmv.nico/htmls/28ddec15d9856c059ea2bddee5276356c35e7e69c0fa1913f0f00dc69cb511d9v2_2.html?tw=2,https://tenhou.net/4/?log=2023043018gm-0029-0000-594e4652&tw=2,,72.64,84.96,8.40,74.04,85.78,7.61,74.15,85.80,7.51,73.68,85.76,7.69,73.57,85.52,7.91,,,,,,,,,,,,,
364,4/30,2,2,76.812,86.767,7.971,71.014,87.120,4.348,68.116,84.208,8.696,138,はぐれメタボ(+49.1)ⓝLuckyJ(+3.9)「鳩やぐら」(-18.1)ごるっ(-34.9),https://naga.dmv.nico/htmls/a63fe39f0dc185aa0b300b7f13c51df837d481cf980a06c0d463fe9c9f2aae43v2_2.html?tw=2,https://tenhou.net/4/?log=2023043018gm-0029-0000-57031570&tw=2,,72.68,85.07,8.02,73.81,85.57,7.77,74.11,85.78,7.47,73.71,85.77,7.68,73.57,85.51,7.92,,,,,,,,,,,,,
365,4/30,3,1,72.581,83.277,11.290,75.000,84.978,9.677,72.581,83.847,8.871,124,みさき千夏の弟子(+49.1)量産型ラスらせ(+3.0)ⓝLuckyJ(-20.2)「鳩やぐら」(-31.9),https://naga.dmv.nico/htmls/2c83671a627fa251160a838bea51efda02490d2bcef442e82f1828269fb8864bv2_2.html?tw=1,https://tenhou.net/4/?log=2023043019gm-0029-0000-f1b72a6b&tw=1,,72.60,84.97,8.11,73.44,85.17,8.34,74.00,85.64,7.58,73.70,85.78,7.70,73.60,85.52,7.92,,,,,,,,,,,,,
366,4/30,3,3,73.810,83.169,10.317,73.810,87.214,4.762,74.603,84.395,7.937,126,kunroku(+42.9)D×D(+8.9)ⓝLuckyJ(-14.1)ももまめ8号(-37.7),https://naga.dmv.nico/htmls/25a08531f87400b093e8b00649052d8ba327a447250d61cb253a4035ac9090efv2_2.html?tw=3,https://tenhou.net/4/?log=2023043019gm-0029-0000-ec76b45d&tw=3,,73.49,84.90,8.33,73.52,85.10,8.35,73.97,85.52,7.66,73.68,85.75,7.73,73.65,85.54,7.91,,,,,,,,,,,,,
367,4/30,1,0,58.929,76.570,14.286,69.643,84.772,3.571,64.286,76.986,16.071,56,ⓝLuckyJ(+52.9)天和まだー？(+16.8)ナスボウ(-15.9)ケダチク(-53.8),https://naga.dmv.nico/htmls/a1889538b37cb456a3cb290dc13780454eab7801af94665871c1b122bde57914v2_2.html?tw=0,https://tenhou.net/4/?log=2023043020gm-0029-0000-a670754d&tw=0,,72.77,84.27,8.85,73.00,84.64,8.75,73.75,85.36,7.80,73.52,85.66,7.79,73.58,85.51,7.94,,,,,,,,,,,,,
368,4/30,3,2,72.826,85.523,7.609,70.652,84.777,6.522,70.652,84.622,9.783,92,JOJO1985(+42.9)かたつもり(+10.7)ⓝLuckyJ(-20.2)ravine(-33.4),https://naga.dmv.nico/htmls/ab6c11c0f6c6936225e90c564f7c849f1302f5cf7838830d68a2d731cc689e23v2_2.html?tw=2,https://tenhou.net/4/?log=2023043020gm-0029-0000-b2f0c891&tw=2,,72.83,84.43,8.72,72.87,84.70,8.74,73.85,85.46,7.80,73.50,85.63,7.83,73.57,85.50,7.94,,,,,,,,,,,,,
369,4/30,1,0,85.393,90.207,10.112,79.775,85.953,8.989,82.022,89.825,7.865,89,ⓝLuckyJ(+62.5)nico@@(+13.1)ほどほど(-24.5)あしのうらくさ(-51.1),https://naga.dmv.nico/htmls/456cf8540f2e042b091720f1e75e5916657626a5efd53a80481585afa5825a33v2_2.html?tw=0,https://tenhou.net/4/?log=2023043021gm-0029-0000-ba1637c8&tw=0,,73.07,84.54,9.35,73.64,85.03,8.77,73.87,85.40,7.91,73.63,85.66,7.87,73.62,85.52,7.98,,,,,,,,,,,,,
370,4/30,1,0,71.287,82.573,10.891,67.327,84.419,7.921,69.307,82.889,12.871,101,ⓝLuckyJ(+51.4)しか茶(+16.3)種ちゃん(-14.1)すけぴょん(-53.6),https://naga.dmv.nico/htmls/cba75719bc31746f7163fe04ed1e6fc215955baa9f5713cda0181cd91efe134fv2_2.html?tw=0,https://tenhou.net/4/?log=2023043021gm-0029-0000-fb4b77e1&tw=0,,72.87,84.16,9.73,73.27,84.90,8.76,73.87,85.38,7.98,73.62,85.64,7.88,73.65,85.53,7.98,,,,,,,,,,,,,
371,4/30,3,3,68.033,81.805,6.557,65.574,84.874,6.557,69.672,83.029,9.016,122,巨人の星(+51.9)msakai(+1.7)ⓝLuckyJ(-19.5)うしピンフドラ1(-34.1),https://naga.dmv.nico/htmls/a386417c64a27466ae85c8bc8a90e649690fbba731007efe5a2ac9c2877098e6v2_2.html?tw=3,https://tenhou.net/4/?log=2023043021gm-0029-0000-7dae38b8&tw=3,,71.82,83.55,9.57,73.01,84.72,8.74,73.80,85.32,7.92,73.50,85.57,7.87,73.65,85.54,7.96,,,,,,,,,,,,,
372,4/30,4,2,67.742,84.144,7.742,72.903,87.277,7.742,71.613,84.157,9.032,155,Myk(+45.6)ミミミミ(+8.2)裏裏裏(-12.0)ⓝLuckyJ(-41.8),https://naga.dmv.nico/htmls/a3d720ccf1c8d705719efaa7cb3c3f98fd9472ac8b5dccb363140b4943b87289v2_2.html?tw=2,https://tenhou.net/4/?log=2023043022gm-0029-0000-482c31f7&tw=2,,71.67,83.53,9.67,72.77,84.69,8.71,73.61,85.27,7.92,73.43,85.56,7.88,73.62,85.52,7.97,,,,,,,,,,,,,
373,4/30,3,0,68.269,85.655,9.615,64.423,80.618,10.577,69.231,84.375,10.577,104,cae(+59.5)治部少輔(+4.0)ⓝLuckyJ(-23.5)活tsubu(-40.0),https://naga.dmv.nico/htmls/ed73d8965a632cab17c3213583d4c5f9e335e10996c5a4212ac60f64fbdf8e44v2_2.html?tw=0,https://tenhou.net/4/?log=2023043022gm-0029-0000-07d733dd&tw=0,,71.57,83.97,9.64,72.11,84.46,9.02,73.62,85.40,7.89,73.38,85.57,7.87,73.61,85.53,7.97,,,,,,,,,,,,,
374,4/30,2,2,72.500,83.117,8.750,73.750,86.228,5.000,70.000,82.072,11.250,80,麻雀は運が十割(+60.3)ⓝLuckyJ(+5.5)武史777(-14.7)純米酒(-51.1),https://naga.dmv.nico/htmls/ba00508781e351c83e3db07e04f837d24f6762c25324a122637d86a387b5b2d2v2_2.html?tw=2,https://tenhou.net/4/?log=2023043023gm-0029-0000-1f4f983b&tw=2,,71.14,83.60,9.72,71.91,84.34,8.87,73.52,85.28,7.98,73.42,85.56,7.88,73.59,85.50,8.00,,,,,,,,,,,,,
375,4/30,1,3,72.941,86.447,9.412,71.765,86.716,9.412,75.294,86.884,12.941,85,ⓝLuckyJ(+53.1)紀阿霸(+5.5)fog1ess(-20.3)宮勝(-38.3),https://naga.dmv.nico/htmls/8fc04fd2872ceb74dabe57098c32f529749f886a2ed0d0206333a2c3e10556c6v2_2.html?tw=3,https://tenhou.net/4/?log=2023043023gm-0029-0000-4f6ab933&tw=3,,71.17,83.92,9.53,71.89,84.44,8.82,73.41,85.23,8.06,73.36,85.56,7.91,73.63,85.53,7.98,,,,,,,,,,,,,
376,4/30,1,1,68.000,83.291,10.000,68.000,86.365,7.000,65.000,84.387,9.000,100,ⓝLuckyJ(+49.2)※山本寛寿※(+4.0)高城千砂(-21.0)半熟煮卵(-32.2),https://naga.dmv.nico/htmls/c3f6d03ad08fae53410660b6d7d0ebd0c303f45118c8a7c1be20996cfffaaf38v2_2.html?tw=1,https://tenhou.net/4/?log=2023050100gm-0029-0000-445ab558&tw=1,,70.59,83.93,9.50,72.04,84.42,8.91,73.34,85.24,8.10,73.27,85.51,7.93,73.61,85.52,7.97,,,,,,,,,,,,,
377,4/30,2,0,57.143,75.286,21.429,64.286,82.346,7.143,64.286,75.672,7.143,14,モッカ4(+68.0)ⓝLuckyJ(+5.0)スウィートソウル(-15.0)ゼンツマシーン(-58.0),https://naga.dmv.nico/htmls/66ac814d1462b9e37162d25f97ba316721ab2671ab5e0ce35aacb000d8241577v2_2.html?tw=0,https://tenhou.net/4/?log=2023050100gm-0029-0000-dcb1884b&tw=0,,70.41,83.80,10.21,71.59,84.04,9.53,72.85,84.98,8.40,73.15,85.45,8.05,73.51,85.47,8.05,,,,,,,,,,,,,
378,4/30,2,1,67.797,83.841,8.475,68.644,83.592,7.627,68.644,83.804,7.627,118,救済の技法(+43.1)ⓝLuckyJ(+12.4)montag(-13.7)ろぱちょ(-41.8),https://naga.dmv.nico/htmls/e316df3b9cb90caba8b038647d168f3b8e0dc9393f0664681e05f9e6946b3d5av2_2.html?tw=1,https://tenhou.net/4/?log=2023050100gm-0029-0000-d6efa5fe&tw=1,,69.91,83.64,10.30,71.37,84.03,9.51,72.61,84.91,8.43,73.06,85.42,8.05,73.48,85.48,8.02,,,,,,,,,,,,,
379,4/30,3,3,77.876,89.594,7.080,73.451,88.844,6.195,76.106,87.745,7.080,113,anjelo(+51.5)正野弘記(+15.6)ⓝLuckyJ(-8.5)しろたぬき(-58.6),https://naga.dmv.nico/htmls/6eea9fbbb629b832dd083ac8af4e12375d7e29d99a99b9a51e138ee54ec12c76v2_2.html?tw=3,https://tenhou.net/4/?log=2023050109gm-0029-0000-ca42b4ed&tw=3,,69.16,83.58,10.00,71.11,84.06,9.67,72.86,85.06,8.46,73.10,85.47,8.03,73.51,85.50,8.01,,,,,,,,,,,,,
380,4/30,4,3,72.500,84.917,11.667,71.667,86.604,5.833,72.500,85.345,8.333,120,アナコッポラ(+46.0)ごきげんよう！(+9.2)降車優先(-21.9)ⓝLuckyJ(-33.3),https://naga.dmv.nico/htmls/3e377ec55026d0abe66691568755ac813df582dfd4e5ac57306de7e28ec81e3fv2_2.html?tw=3,https://tenhou.net/4/?log=2023050110gm-0029-0000-d0ea5baa&tw=3,,69.28,83.81,10.07,71.08,83.99,9.90,72.80,85.03,8.56,73.04,85.44,8.07,73.52,85.52,8.00,,,,,,,,,,,,,
381,4/30,3,2,77.419,87.571,8.871,77.419,86.094,8.871,77.419,87.295,7.258,124,ごきげんよう！(+52.1)ktkseiku(+19.3)ⓝLuckyJ(-19.4)薯片猫(-52.0),https://naga.dmv.nico/htmls/19416eeda142f0d5f036d6bb2450842251278e97133fb4a1fc4cd91b38525906v2_2.html?tw=2,https://tenhou.net/4/?log=2023050110gm-0029-0000-625d8376&tw=2,,70.22,84.39,10.30,71.02,83.97,9.94,72.87,85.07,8.60,73.06,85.44,8.07,73.57,85.53,8.01,,,,,,,,,,,,,
